countries,year,carriers,AL,GR,ME,BA,HR,RS,BE,FR,LU,NL,BG,MK,RO,CH,DE,IT,CZ,PL,SK,DK,SE,EE,LV,ES,PT,FI,GB,IE,HU,AT,SI,LT,NO
AT,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.080635030871347,1.9766028108456961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21106895694474143,0.0,1.5475103673595558,0.0,0.0
CH,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8083026083276597,0.0,0.0,0.0,0.0,0.0,0.0,0.19292723088403452,7.841309308938694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9015557882351994,0.0,0.0,2.181991456763365,3.2518310185229033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,5.13257934126154,0.0,0.1535042391693301,13.304685050285151,0.0,0.0,0.0,0.14027272449358394,0.0,0.0,0.48406391463452464,0.12483399994101799,0.0,0.447936019808891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.653548653101735,0.0,0.0,0.0
HU,2040,h2,0.0,0.0,0.0,0.0,0.3581127858545136,1.9502089929562243,0.0,0.0,0.0,0.0,0.0,0.0,1.8152873324594745,0.0,0.0,0.0,0.0,0.0,7.631692387630984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2983563985761512,0.0,0.0,0.0
SI,2040,h2,0.0,0.0,0.0,0.0,0.2885919931247567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6834150521802411,0.0,0.0,0.0
SK,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8002234461564686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.016536704964611,0.0,0.0,0.0,0.0
BA,2040,h2,0.0,0.0,0.6045952193554891,0.0,0.4077421464031258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,2040,h2,0.0,0.0,0.0,0.8231759926218283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34432737890158416,0.0,0.806286661488857,0.0,0.0
BE,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8176103147549743,0.420032469063115,3.462765616189996,0.0,0.0,0.0,0.0,1.2014310448959138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6792778820998749,0.0,0.0,0.0,0.0,0.0,0.0
FR,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,3.31782664473882,0.0,0.0,0.0,0.0,0.0,0.0,6.05028924903592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2074095269806153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,20.385460802899843,0.0,0.0,87.06218795008327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18272645395753254,0.0,0.0,0.0,0.0,1.199321133517119
LU,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,8.489976363168726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.299082019390438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8413072865092689,0.0,0.0,0.0,0.0,0.0,0.0
NO,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33099981032193504,0.0,0.0,0.0,0.0,0.0,0.0,6.717629111928654,0.0,0.0,0.0,0.0,0.0,0.0
BG,2040,h2,0.0,0.2970707179970805,0.0,0.0,0.0,0.7202156441602175,0.0,0.0,0.0,0.0,0.0,3.4515002214648685,1.6080172182853536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.591661409473701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.549977833522267,0.0,0.0,0.0,0.0
PL,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32002552179187,0.0,4.932569182736811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1882273828968257,0.0
DK,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.273731008995316,0.0,0.0,0.0,0.0,0.0,0.8071088991039856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7367671508535645
SE,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5021576222038628,0.0,0.0,0.0,0.0,0.0,1.0142296102790396,0.0,0.0,0.0,0.0,0.0,0.0,31.867663302052005
EE,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.048112151517914,0.0,0.0,8.030416264884849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3629215154068355,14.455624320197288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.829900519633439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.381500295257423,0.0
ES,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.834682858096283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.568353296876525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.283793759274842,0.0,0.0,0.0,0.0,0.0,0.0
LT,2040,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2933813626949906,0.0,0.0,0.0,0.0,4.809189769850505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.912606934082376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3225789279957185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3191069032243314,31.279523556534357,0.0,0.0,3.2794415325765773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.193346340422972,0.0,10.856163867318482,0.0,0.0
DE,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,30.88758600048206,174.9559152479399,4.4857213017561,40.2613475297953,0.0,0.0,0.0,8.5529657601491,0.0,0.0,126.05587634187009,87.96535797831825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.22745526907485,0.0,0.0,0.0
HU,2030,gas,0.0,0.0,0.0,0.0,5.320939626222212,2.406507700953119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.954902044669242,0.0,0.0,0.0
SI,2030,gas,0.0,0.0,0.0,0.0,4.519337244725925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5757722237684515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.90126856552214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.229564544521516,0.0,0.0,0.0,0.0
BA,2030,gas,0.0,0.0,0.0,0.0,0.0,3.7778006603399437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2030,gas,0.0,0.0,0.0,3.777806648254903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.509561448168256,5.437257686935534,39.24556629497165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.74760381588159,0.0,0.0,0.0,0.0,0.0,0.0
FR,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.192725245446774,0.0,0.0,0.0,0.0,5.063448107374968,291.14680503355567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37313839125396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,8.538431954899862,6.57723265738318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,41.85012735209577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.03017274418286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9340832527504837,0.0,0.0,0.0,0.0,0.0,5.415118246394469
BG,2030,gas,0.0,20.385900886662746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11066659956009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4422344438337853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48051264875471766,0.0,0.0,0.0,0.0
GR,2030,gas,34.67822883427252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.304935706837277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.254357532052882,0.0,0.0,0.0,0.0,0.0,0.0,0.9656568969396372,41.38770883332861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.310342240557668,0.0,0.0,0.0
CZ,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2452209842682898,0.0,0.0,14.842155619999335,1.6829086432177254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.18754560628824,0.0,20.417057315606478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.285211495394028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.188322797594413
NO,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,55.77704893745485,65.72790629839167,0.0,0.0,0.0,0.0,0.0,0.0,118.24215762798879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.60284652404934,0.0,0.0,0.0,0.0,0.0,0.0
SE,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EE,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06627511873007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3089721576714326,0.0
ES,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35880344527445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.732594403097703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761804419676212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.789191611028603,0.0,0.0,0.0,0.0,153.79285711575773
IE,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.847909590923908,0.0,0.0,0.0,0.0,0.0,0.0
HR,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3676750504575894,0.0,4.451760520264485,0.0,0.0
LT,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709740738596284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2030,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.933721296082396,0.0,0.0,0.0
AT,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.91833704012707,30.53611699437355,0.0,0.0,9.324083124476083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.803605684121943,0.0,7.312583712054337,0.0,0.0
DE,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,22.455894449807133,205.88594715511158,4.323813793185749,109.71593820144953,0.0,0.0,0.0,8.60698526935175,0.0,0.0,139.9101396011747,119.29838833051886,0.0,11.348947413238788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2855786255192574,0.0,0.0,0.0
HU,2035,gas,0.0,0.0,0.0,0.0,5.1248271021438505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.165587058737874,0.0,0.0,0.0
SI,2035,gas,0.0,0.0,0.0,0.0,4.829360260700301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.935151386246106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.712860265743657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9852078175289942,0.0,0.0,0.0,0.0
BA,2035,gas,0.0,0.0,0.0,0.0,0.0,3.0560132463534964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2035,gas,0.0,0.0,0.0,3.0562026372607685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51629011685838,5.096028970898878,26.580201623393172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6722274905826,0.0,0.0,0.0,0.0,0.0,0.0
FR,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,20.56025948467415,0.0,5.227772283175749,0.0,0.0,0.0,0.0,3.6724569414132473,234.44686882944063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841115545202636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,8.172013353661885,6.475601693069453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,32.44948102307274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.606424462594845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.817806731038033,0.0,0.0,0.0,0.0,0.0,5.398694966262683
BG,2035,gas,0.0,6.388085434028288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5506904716834072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5511598483319056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GR,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.387706111762517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.763709042286305,0.0,0.0,0.0,0.0,0.0,0.0,1.499422352260575,10.4618846780492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563699552347121,0.0,0.0,0.0
CZ,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.237167802637552,0.0,0.0,9.378049617786989,2.8600029953918225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.76735254758066,0.0,14.473024080798579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.922778654337804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.426168759266178
NO,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,36.226742949799316,36.45361450874965,0.0,0.0,0.0,0.0,0.0,0.0,40.18213370219858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.1030433292255,0.0,0.0,0.0,0.0,0.0,0.0
SE,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EE,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.726888159810664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.401449395728365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.14067076381454
IE,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5022594280373704,0.0,1.216083432402111,0.0,0.0
LT,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2035,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
