type,cost,country,carrier,units,2030,2035,2040
stores,capital,FI,battery,Euro,2343.212573,787520021.0,787520021.0
stores,capital,FI,biomass,Euro,54943801.85,196209465.8,272319379.7
stores,capital,FI,gas,Euro,57662205.24,200235557.4,274580269.3
stores,capital,FI,home battery,Euro,30155936.78,49705189.03,49705189.03
stores,capital,FR,ammonia store,Euro,5468151.129,27388801.06,32940318.19
stores,capital,FR,battery,Euro,202712140.0,1292252793.0,2057656463.0
stores,capital,FR,biomass,Euro,57295635.26,198345013.3,274906003.9
stores,capital,FR,gas,Euro,57759650.25,199495013.0,274569373.8
stores,capital,FR,home battery,Euro,113677499.7,307522281.5,307522281.5
stores,capital,GB,H2 Store,Euro,17097747.094,1243715546.3,1367319461.7
stores,capital,GB,ammonia store,Euro,5939743.0555,17831406.576899998,17926207.784199998
stores,capital,GB,battery,Euro,58060312.95999999,1872151906.6,1872151906.6
stores,capital,GB,biomass,Euro,114591196.46000001,396689958.6,549812005.6
stores,capital,GB,gas,Euro,115641988.42,400422911.29999995,549189507.6
stores,capital,GB,home battery,Euro,267503346.148,435424024.68899995,435424024.68899995
stores,capital,GR,H2 Store,Euro,122956.6038,83732442.0,223198623.3
stores,capital,GR,ammonia store,Euro,757798.6326,35406392.05,62003564.54
stores,capital,GR,battery,Euro,6666348.617,232886475.3,276281624.0
stores,capital,GR,biomass,Euro,54943752.21,196209465.1,272319380.0
stores,capital,GR,gas,Euro,57412749.48,199659003.9,274535406.2
stores,capital,GR,home battery,Euro,165467326.6,165467480.3,165467326.6
stores,capital,HR,ammonia store,Euro,818042.8685,2965215.061,4229209.387
stores,capital,HR,battery,Euro,8231.81263,360411639.6,360411639.6
stores,capital,HR,biomass,Euro,54943764.28,196209465.8,272319380.4
stores,capital,HR,gas,Euro,57652389.37,200314288.7,274560330.9
stores,capital,HR,home battery,Euro,23609422.65,42376598.84,49477947.79
stores,capital,HU,ammonia store,Euro,1393570.221,6022567.623,6134792.179
stores,capital,HU,battery,Euro,27750790.18,848570248.7,848570248.7
stores,capital,HU,biomass,Euro,54943752.18,196209463.6,272319379.6
stores,capital,HU,gas,Euro,57691567.24,199695451.2,274557455.2
stores,capital,HU,home battery,Euro,36374358.74,55284235.49,130769439.7
stores,capital,IE,ammonia store,Euro,49.7045471,2412175.937,3973546.999
stores,capital,IE,battery,Euro,14223460.58,60824074.33,60824074.33
stores,capital,IE,biomass,Euro,54943801.6,196209465.8,272319380.4
stores,capital,IE,gas,Euro,57868312.29,199618913.7,274607547.0
stores,capital,IE,home battery,Euro,35045322.25,53042341.79,53042341.79
stores,capital,IT,ammonia store,Euro,1281288.9490999999,44842116.449,75960265.434
stores,capital,IT,battery,Euro,18296027.239455,1837796931.1,2662509286.8
stores,capital,IT,biomass,Euro,109887523.32,392418931.3,544638760.5
stores,capital,IT,gas,Euro,115232696.24,399616162.2,549155119.9
stores,capital,IT,home battery,Euro,455174390.79,937354216.98,937354216.98
stores,capital,LT,ammonia store,Euro,881274.6663,11188891.38,12192566.39
stores,capital,LT,battery,Euro,2145.612812,3284.52839,2.66e-05
stores,capital,LT,biomass,Euro,54943801.7,196209463.7,272319383.7
stores,capital,LT,gas,Euro,57700211.63,199958941.2,274596212.9
stores,capital,LT,home battery,Euro,8103928.063,16169360.3,17651612.67
stores,capital,LU,battery,Euro,29521364.8,30510364.17,30510364.17
stores,capital,LU,biomass,Euro,54943751.87,196209464.8,272319382.3
stores,capital,LU,gas,Euro,57700334.71,199547706.3,274568859.1
stores,capital,LU,home battery,Euro,2432064.347,2494812.847,2990004.535
stores,capital,LV,ammonia store,Euro,49.69559848,3057317.537,4594760.351
stores,capital,LV,battery,Euro,2149.168604,11938766.04,11938791.59
stores,capital,LV,biomass,Euro,54943800.4,196209465.8,272319378.5
stores,capital,LV,gas,Euro,57731923.15,199896100.9,274580189.2
stores,capital,LV,home battery,Euro,715423.8783,12766955.77,15297394.98
stores,capital,ME,ammonia store,Euro,51117.13854,2794489.105,5099045.478
stores,capital,ME,battery,Euro,16938.51899,2997309.456,6175386.544
stores,capital,ME,biomass,Euro,54943754.05,196209464.8,272319379.6
stores,capital,ME,gas,Euro,57590921.33,200469954.9,274550232.2
stores,capital,ME,home battery,Euro,8244467.74,8244622.01,8244467.74
stores,capital,MK,ammonia store,Euro,115841.6522,6087364.836,11398398.9
stores,capital,MK,battery,Euro,20891741.87,179285436.6,181698206.7
stores,capital,MK,biomass,Euro,54943748.92,196209465.3,272319379.6
stores,capital,MK,gas,Euro,57591045.06,200472529.6,274546203.8
stores,capital,MK,home battery,Euro,2436788.516,2436936.988,3683019.005
stores,capital,NL,H2 Store,Euro,553.1482208,425939028.7,533342772.1
stores,capital,NL,ammonia store,Euro,13629348.59,158812663.8,205702842.2
stores,capital,NL,battery,Euro,111277537.8,155955609.1,155955609.1
stores,capital,NL,biomass,Euro,54943802.06,196209464.5,272319380.1
stores,capital,NL,gas,Euro,57711967.95,199347664.3,274632421.2
stores,capital,NL,home battery,Euro,68730162.37,111234161.0,138622879.0
stores,capital,NO,ammonia store,Euro,3345287.719,19166453.57,19166453.57
stores,capital,NO,battery,Euro,441.1923398,50529850.28,50529850.28
stores,capital,NO,biomass,Euro,54943801.6,196209462.1,272319379.5
stores,capital,NO,gas,Euro,57855921.81,200613961.9,274664985.6
stores,capital,NO,home battery,Euro,43453636.0,93352701.75,115808220.2
stores,capital,PL,H2 Store,Euro,279.5909497,212237369.0,447154573.6
stores,capital,PL,ammonia store,Euro,9486928.015,24067694.4,26141311.06
stores,capital,PL,battery,Euro,9405.425267,97166341.36,128258223.3
stores,capital,PL,biomass,Euro,54943754.76,196209463.8,272319384.4
stores,capital,PL,gas,Euro,57699421.24,199960244.2,274600228.2
stores,capital,PL,home battery,Euro,46908362.83,165967957.2,225249067.8
stores,capital,PT,H2 Store,Euro,105220.0555,19369474.53,40093313.86
stores,capital,PT,ammonia store,Euro,49.84625581,9335818.796,13100946.29
stores,capital,PT,battery,Euro,616.0260575,426221640.3,548304285.9
stores,capital,PT,biomass,Euro,54943751.39,196209464.2,272319378.5
stores,capital,PT,gas,Euro,57786586.05,199309115.4,274584316.7
stores,capital,PT,home battery,Euro,18083636.36,46298975.92,46298975.92
stores,capital,RO,ammonia store,Euro,1854396.425,10878652.11,18494447.93
stores,capital,RO,battery,Euro,66435583.92,592912165.2,1060452907.0
stores,capital,RO,biomass,Euro,54943755.39,196209465.7,272319379.7
stores,capital,RO,gas,Euro,57764561.87,200023026.0,274596926.2
stores,capital,RO,home battery,Euro,107223176.5,138015914.6,141519208.0
stores,capital,RS,ammonia store,Euro,1160812.969,6275147.256,6627632.536
stores,capital,RS,battery,Euro,34712194.42,452450458.4,508288538.9
stores,capital,RS,biomass,Euro,54943752.57,196209464.1,272319380.6
stores,capital,RS,gas,Euro,57741547.0,200269530.7,274546079.1
stores,capital,RS,home battery,Euro,54526980.1,77655924.79,103887931.2
stores,capital,SE,ammonia store,Euro,49.7661976,32997484.0,53064682.26
stores,capital,SE,battery,Euro,1024.046739,269023621.5,269023621.5
stores,capital,SE,biomass,Euro,54943749.08,196209464.6,272319384.3
stores,capital,SE,gas,Euro,57661993.91,200236554.7,274579180.0
stores,capital,SE,home battery,Euro,83134962.01,83135186.73,83134962.01
stores,capital,SI,ammonia store,Euro,49.80879554,1225257.448,2069958.479
stores,capital,SI,battery,Euro,4385.722112,107123956.7,107123956.7
stores,capital,SI,biomass,Euro,54943752.4,196209466.0,272319379.5
stores,capital,SI,gas,Euro,57466775.99,200808400.3,274526725.2
stores,capital,SI,home battery,Euro,4798802.824,6951890.354,6951890.354
stores,capital,SK,ammonia store,Euro,1759590.922,4784994.172,4784994.172
stores,capital,SK,battery,Euro,66782061.51,229113003.0,300974623.1
stores,capital,SK,biomass,Euro,54943748.53,196209463.4,272319382.3
stores,capital,SK,gas,Euro,57679460.56,199463584.9,274589407.0
stores,capital,SK,home battery,Euro,16893433.5,34437113.27,47967142.68
